"Color","Red_left","Green_left","Blue_left","Alpha_left","Red_right","Green_right","Blue_right","Alpha_right"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","66","122","244","144","65","127","217","136"
"Blue","66","122","244","144","65","127","217","136"
"Blue","66","122","244","144","65","127","217","136"
"Blue","66","122","244","144","65","127","217","136"
"Blue","66","122","244","144","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","65","127","217","136"
"Blue","66","122","244","144","65","127","217","136"
"Blue","66","122","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","121","243","143","65","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","65","127","217","136"
"Blue","65","122","244","144","65","127","217","136"
"Blue","66","122","244","144","65","127","217","136"
"Blue","66","122","244","144","65","127","217","136"
"Blue","66","122","244","144","65","126","215","135"
"Blue","66","122","244","144","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
"Blue","65","121","243","143","64","126","215","135"
